hash_module_type,buffer_type,scheduler_type,num_ports,global_voq_size,shared_memory_size,axis_data_width,clock_frequency_mhz,queue_depth_log,hash_lut,hash_ff,hash_bram,rx_lut,rx_ff,rx_bram,sched_lut,sched_ff,sched_bram,buffer_bram,total_lut,total_ff,total_bram,buffer_memory_bytes,packets_received,packets_transmitted,packets_dropped,total_cycles,avg_latency_ns,max_latency_ns,throughput_gbps,voq_overflow,shared_mem_overflow,drop_rate,rx_utilization,hash_utilization,scheduler_utilization,line_rate_achieved_ratio,phase,per_port_voq_sizes,original_total_memory,optimized_total_memory,bram_saving_pct,performance_degradation_pct
FullLookupTable,NBuffersPerPort,iSLIP,8,131072,-1,640,250.0,17,4812,3393,0,335,3347,64,30873,39207,420,520,36020,45947,1004,1048576,998,998,0,11227,17415.06418837676,0.0,11.372702984462066,False,False,0.0,0.06187093613610047,0.533357085597221,0.7270864879308809,0.0,1,,0,0,0.0,0.0
FullLookupTable,NBuffersPerPort,iSLIP,8,262144,-1,256,250.0,18,3850,2714,0,268,2677,64,24699,31366,336,1024,28817,36757,1424,2097152,998,998,0,11650,18246.723507014034,0.0,10.95996657374924,False,False,0.0,0.07033261802575107,0.599656652360515,0.7369957081545064,0.0,1,,0,0,0.0,0.0
FullLookupTable,NBuffersPerPort,iSLIP,8,262144,-1,512,250.0,18,6417,4524,0,447,4463,64,41165,52277,560,1024,48029,61264,1648,2097152,998,998,0,11227,17415.06418837676,0.0,11.372702984462066,False,False,0.0,0.06187093613610047,0.533357085597221,0.7270864879308809,0.0,1,,0,0,0.0,0.0
FullLookupTable,NBuffersPerPort,iSLIP,8,262144,-1,640,250.0,18,4812,3393,0,335,3347,64,30873,39207,420,1040,36020,45947,1524,2097152,998,998,0,11227,17415.06418837676,0.0,11.372702984462066,False,False,0.0,0.06187093613610047,0.533357085597221,0.7270864879308809,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,256,-1,256,250.0,8,23971,6062,0,268,2677,64,24699,31366,336,8,48938,40105,408,2048,998,1016,0,17042,28626.265216535456,0.0,7.628562763711533,False,False,0.0,0.0480797441614834,0.702734420842624,0.5270508156319681,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,256,-1,512,250.0,8,39952,10104,0,447,4463,64,41165,52277,560,16,81564,66844,640,2048,998,1016,0,16297,27001.42269685041,0.0,7.977176520670743,False,False,0.0,0.04262287537583604,0.6736209118242621,0.551144382401669,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,256,-1,640,250.0,8,29964,7578,0,335,3347,64,30873,39207,420,20,61172,50132,504,2048,998,1016,0,16297,27001.42269685041,0.0,7.977176520670743,False,False,0.0,0.04262287537583604,0.6736209118242621,0.551144382401669,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,512,-1,256,250.0,9,23971,6062,0,268,2677,64,24699,31366,336,8,48938,40105,408,4096,998,1016,0,17042,28626.265216535456,0.0,7.628562763711533,False,False,0.0,0.0480797441614834,0.702734420842624,0.5270508156319681,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,512,-1,512,250.0,9,39952,10104,0,447,4463,64,41165,52277,560,16,81564,66844,640,4096,998,1016,0,16297,27001.42269685041,0.0,7.977176520670743,False,False,0.0,0.04262287537583604,0.6736209118242621,0.551144382401669,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,512,-1,640,250.0,9,29964,7578,0,335,3347,64,30873,39207,420,20,61172,50132,504,4096,998,1016,0,16297,27001.42269685041,0.0,7.977176520670743,False,False,0.0,0.04262287537583604,0.6736209118242621,0.551144382401669,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,1024,-1,256,250.0,10,23971,6062,0,268,2677,64,24699,31366,336,8,48938,40105,408,8192,998,1016,0,17042,28626.265216535456,0.0,7.628562763711533,False,False,0.0,0.0480797441614834,0.702734420842624,0.5270508156319681,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,1024,-1,512,250.0,10,39952,10104,0,447,4463,64,41165,52277,560,16,81564,66844,640,8192,998,1016,0,16297,27001.42269685041,0.0,7.977176520670743,False,False,0.0,0.04262287537583604,0.6736209118242621,0.551144382401669,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,1024,-1,640,250.0,10,29964,7578,0,335,3347,64,30873,39207,420,20,61172,50132,504,8192,998,1016,0,16297,27001.42269685041,0.0,7.977176520670743,False,False,0.0,0.04262287537583604,0.6736209118242621,0.551144382401669,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,2048,-1,256,250.0,11,23971,6062,0,268,2677,64,24699,31366,336,8,48938,40105,408,16384,998,1016,0,17042,28626.265216535456,0.0,7.628562763711533,False,False,0.0,0.0480797441614834,0.702734420842624,0.5270508156319681,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,2048,-1,512,250.0,11,39952,10104,0,447,4463,64,41165,52277,560,16,81564,66844,640,16384,998,1016,0,16297,27001.42269685041,0.0,7.977176520670743,False,False,0.0,0.04262287537583604,0.6736209118242621,0.551144382401669,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,2048,-1,640,250.0,11,29964,7578,0,335,3347,64,30873,39207,420,20,61172,50132,504,16384,998,1016,0,16297,27001.42269685041,0.0,7.977176520670743,False,False,0.0,0.04262287537583604,0.6736209118242621,0.551144382401669,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,4096,-1,256,250.0,12,23971,6062,0,268,2677,64,24699,31366,336,16,48938,40105,416,32768,998,1016,0,17042,28626.265216535456,0.0,7.628562763711533,False,False,0.0,0.0480797441614834,0.702734420842624,0.5270508156319681,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,4096,-1,512,250.0,12,39952,10104,0,447,4463,64,41165,52277,560,16,81564,66844,640,32768,998,1016,0,16297,27001.42269685041,0.0,7.977176520670743,False,False,0.0,0.04262287537583604,0.6736209118242621,0.551144382401669,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,4096,-1,640,250.0,12,29964,7578,0,335,3347,64,30873,39207,420,20,61172,50132,504,32768,998,1016,0,16297,27001.42269685041,0.0,7.977176520670743,False,False,0.0,0.04262287537583604,0.6736209118242621,0.551144382401669,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,8192,-1,256,250.0,13,23971,6062,0,268,2677,64,24699,31366,336,32,48938,40105,432,65536,998,1016,0,17042,28626.265216535456,0.0,7.628562763711533,False,False,0.0,0.0480797441614834,0.702734420842624,0.5270508156319681,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,8192,-1,512,250.0,13,39952,10104,0,447,4463,64,41165,52277,560,32,81564,66844,656,65536,998,1016,0,16297,27001.42269685041,0.0,7.977176520670743,False,False,0.0,0.04262287537583604,0.6736209118242621,0.551144382401669,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,8192,-1,640,250.0,13,29964,7578,0,335,3347,64,30873,39207,420,40,61172,50132,524,65536,998,1016,0,16297,27001.42269685041,0.0,7.977176520670743,False,False,0.0,0.04262287537583604,0.6736209118242621,0.551144382401669,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,16384,-1,256,250.0,14,23971,6062,0,268,2677,64,24699,31366,336,64,48938,40105,464,131072,998,1016,0,17042,28626.265216535456,0.0,7.628562763711533,False,False,0.0,0.0480797441614834,0.702734420842624,0.5270508156319681,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,16384,-1,512,250.0,14,39952,10104,0,447,4463,64,41165,52277,560,64,81564,66844,688,131072,998,1016,0,16297,27001.42269685041,0.0,7.977176520670743,False,False,0.0,0.04262287537583604,0.6736209118242621,0.551144382401669,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,16384,-1,640,250.0,14,29964,7578,0,335,3347,64,30873,39207,420,80,61172,50132,564,131072,998,1016,0,16297,27001.42269685041,0.0,7.977176520670743,False,False,0.0,0.04262287537583604,0.6736209118242621,0.551144382401669,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,32768,-1,256,250.0,15,23971,6062,0,268,2677,64,24699,31366,336,128,48938,40105,528,262144,998,1016,0,17042,28626.265216535456,0.0,7.628562763711533,False,False,0.0,0.0480797441614834,0.702734420842624,0.5270508156319681,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,32768,-1,512,250.0,15,39952,10104,0,447,4463,64,41165,52277,560,128,81564,66844,752,262144,998,1016,0,16297,27001.42269685041,0.0,7.977176520670743,False,False,0.0,0.04262287537583604,0.6736209118242621,0.551144382401669,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,32768,-1,640,250.0,15,29964,7578,0,335,3347,64,30873,39207,420,140,61172,50132,624,262144,998,1016,0,16297,27001.42269685041,0.0,7.977176520670743,False,False,0.0,0.04262287537583604,0.6736209118242621,0.551144382401669,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,65536,-1,256,250.0,16,23971,6062,0,268,2677,64,24699,31366,336,256,48938,40105,656,524288,998,1016,0,17042,28626.265216535456,0.0,7.628562763711533,False,False,0.0,0.0480797441614834,0.702734420842624,0.5270508156319681,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,65536,-1,512,250.0,16,39952,10104,0,447,4463,64,41165,52277,560,256,81564,66844,880,524288,998,1016,0,16297,27001.42269685041,0.0,7.977176520670743,False,False,0.0,0.04262287537583604,0.6736209118242621,0.551144382401669,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,65536,-1,640,250.0,16,29964,7578,0,335,3347,64,30873,39207,420,260,61172,50132,744,524288,998,1016,0,16297,27001.42269685041,0.0,7.977176520670743,False,False,0.0,0.04262287537583604,0.6736209118242621,0.551144382401669,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,131072,-1,256,250.0,17,23971,6062,0,268,2677,64,24699,31366,336,512,48938,40105,912,1048576,998,1016,0,17042,28626.265216535456,0.0,7.628562763711533,False,False,0.0,0.0480797441614834,0.702734420842624,0.5270508156319681,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,131072,-1,512,250.0,17,39952,10104,0,447,4463,64,41165,52277,560,512,81564,66844,1136,1048576,998,1016,0,16297,27001.42269685041,0.0,7.977176520670743,False,False,0.0,0.04262287537583604,0.6736209118242621,0.551144382401669,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,131072,-1,640,250.0,17,29964,7578,0,335,3347,64,30873,39207,420,520,61172,50132,1004,1048576,998,1016,0,16297,27001.42269685041,0.0,7.977176520670743,False,False,0.0,0.04262287537583604,0.6736209118242621,0.551144382401669,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,262144,-1,256,250.0,18,23971,6062,0,268,2677,64,24699,31366,336,1024,48938,40105,1424,2097152,998,1016,0,17042,28626.265216535456,0.0,7.628562763711533,False,False,0.0,0.0480797441614834,0.702734420842624,0.5270508156319681,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,262144,-1,512,250.0,18,39952,10104,0,447,4463,64,41165,52277,560,1024,81564,66844,1648,2097152,998,1016,0,16297,27001.42269685041,0.0,7.977176520670743,False,False,0.0,0.04262287537583604,0.6736209118242621,0.551144382401669,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,RoundRobin,8,262144,-1,640,250.0,18,29964,7578,0,335,3347,64,30873,39207,420,1040,61172,50132,1524,2097152,998,1016,0,16297,27001.42269685041,0.0,7.977176520670743,False,False,0.0,0.04262287537583604,0.6736209118242621,0.551144382401669,1.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,256,-1,256,250.0,8,23971,6062,0,268,2677,64,24699,31366,336,8,48938,40105,408,2048,998,1016,0,17044,28636.556555118135,0.0,7.62766789192182,False,False,0.0,0.04807410232339826,0.7026519596338887,0.5296291950246421,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,256,-1,512,250.0,8,39952,10104,0,447,4463,64,41165,52277,560,16,81564,66844,640,2048,998,1016,0,16312,27062.580177165375,0.0,7.969843438122606,False,False,0.0,0.042583680725846,0.6730014713094654,0.5533962726826875,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,256,-1,640,250.0,8,29964,7578,0,335,3347,64,30873,39207,420,20,61172,50132,504,2048,998,1016,0,16312,27062.580177165375,0.0,7.969843438122606,False,False,0.0,0.042583680725846,0.6730014713094654,0.5533962726826875,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,512,-1,256,250.0,9,23971,6062,0,268,2677,64,24699,31366,336,8,48938,40105,408,4096,998,1016,0,17044,28636.556555118135,0.0,7.62766789192182,False,False,0.0,0.04807410232339826,0.7026519596338887,0.5296291950246421,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,512,-1,512,250.0,9,39952,10104,0,447,4463,64,41165,52277,560,16,81564,66844,640,4096,998,1016,0,16312,27062.580177165375,0.0,7.969843438122606,False,False,0.0,0.042583680725846,0.6730014713094654,0.5533962726826875,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,512,-1,640,250.0,9,29964,7578,0,335,3347,64,30873,39207,420,20,61172,50132,504,4096,998,1016,0,16312,27062.580177165375,0.0,7.969843438122606,False,False,0.0,0.042583680725846,0.6730014713094654,0.5533962726826875,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,1024,-1,256,250.0,10,23971,6062,0,268,2677,64,24699,31366,336,8,48938,40105,408,8192,998,1016,0,17044,28636.556555118135,0.0,7.62766789192182,False,False,0.0,0.04807410232339826,0.7026519596338887,0.5296291950246421,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,1024,-1,512,250.0,10,39952,10104,0,447,4463,64,41165,52277,560,16,81564,66844,640,8192,998,1016,0,16312,27062.580177165375,0.0,7.969843438122606,False,False,0.0,0.042583680725846,0.6730014713094654,0.5533962726826875,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,1024,-1,640,250.0,10,29964,7578,0,335,3347,64,30873,39207,420,20,61172,50132,504,8192,998,1016,0,16312,27062.580177165375,0.0,7.969843438122606,False,False,0.0,0.042583680725846,0.6730014713094654,0.5533962726826875,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,2048,-1,256,250.0,11,23971,6062,0,268,2677,64,24699,31366,336,8,48938,40105,408,16384,998,1016,0,17044,28636.556555118135,0.0,7.62766789192182,False,False,0.0,0.04807410232339826,0.7026519596338887,0.5296291950246421,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,2048,-1,512,250.0,11,39952,10104,0,447,4463,64,41165,52277,560,16,81564,66844,640,16384,998,1016,0,16312,27062.580177165375,0.0,7.969843438122606,False,False,0.0,0.042583680725846,0.6730014713094654,0.5533962726826875,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,2048,-1,640,250.0,11,29964,7578,0,335,3347,64,30873,39207,420,20,61172,50132,504,16384,998,1016,0,16312,27062.580177165375,0.0,7.969843438122606,False,False,0.0,0.042583680725846,0.6730014713094654,0.5533962726826875,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,4096,-1,256,250.0,12,23971,6062,0,268,2677,64,24699,31366,336,16,48938,40105,416,32768,998,1016,0,17044,28636.556555118135,0.0,7.62766789192182,False,False,0.0,0.04807410232339826,0.7026519596338887,0.5296291950246421,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,4096,-1,512,250.0,12,39952,10104,0,447,4463,64,41165,52277,560,16,81564,66844,640,32768,998,1016,0,16312,27062.580177165375,0.0,7.969843438122606,False,False,0.0,0.042583680725846,0.6730014713094654,0.5533962726826875,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,4096,-1,640,250.0,12,29964,7578,0,335,3347,64,30873,39207,420,20,61172,50132,504,32768,998,1016,0,16312,27062.580177165375,0.0,7.969843438122606,False,False,0.0,0.042583680725846,0.6730014713094654,0.5533962726826875,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,8192,-1,256,250.0,13,23971,6062,0,268,2677,64,24699,31366,336,32,48938,40105,432,65536,998,1016,0,17044,28636.556555118135,0.0,7.62766789192182,False,False,0.0,0.04807410232339826,0.7026519596338887,0.5296291950246421,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,8192,-1,512,250.0,13,39952,10104,0,447,4463,64,41165,52277,560,32,81564,66844,656,65536,998,1016,0,16312,27062.580177165375,0.0,7.969843438122606,False,False,0.0,0.042583680725846,0.6730014713094654,0.5533962726826875,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,8192,-1,640,250.0,13,29964,7578,0,335,3347,64,30873,39207,420,40,61172,50132,524,65536,998,1016,0,16312,27062.580177165375,0.0,7.969843438122606,False,False,0.0,0.042583680725846,0.6730014713094654,0.5533962726826875,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,16384,-1,256,250.0,14,23971,6062,0,268,2677,64,24699,31366,336,64,48938,40105,464,131072,998,1016,0,17044,28636.556555118135,0.0,7.62766789192182,False,False,0.0,0.04807410232339826,0.7026519596338887,0.5296291950246421,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,16384,-1,512,250.0,14,39952,10104,0,447,4463,64,41165,52277,560,64,81564,66844,688,131072,998,1016,0,16312,27062.580177165375,0.0,7.969843438122606,False,False,0.0,0.042583680725846,0.6730014713094654,0.5533962726826875,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,16384,-1,640,250.0,14,29964,7578,0,335,3347,64,30873,39207,420,80,61172,50132,564,131072,998,1016,0,16312,27062.580177165375,0.0,7.969843438122606,False,False,0.0,0.042583680725846,0.6730014713094654,0.5533962726826875,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,32768,-1,256,250.0,15,23971,6062,0,268,2677,64,24699,31366,336,128,48938,40105,528,262144,998,1016,0,17044,28636.556555118135,0.0,7.62766789192182,False,False,0.0,0.04807410232339826,0.7026519596338887,0.5296291950246421,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,32768,-1,512,250.0,15,39952,10104,0,447,4463,64,41165,52277,560,128,81564,66844,752,262144,998,1016,0,16312,27062.580177165375,0.0,7.969843438122606,False,False,0.0,0.042583680725846,0.6730014713094654,0.5533962726826875,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,32768,-1,640,250.0,15,29964,7578,0,335,3347,64,30873,39207,420,140,61172,50132,624,262144,998,1016,0,16312,27062.580177165375,0.0,7.969843438122606,False,False,0.0,0.042583680725846,0.6730014713094654,0.5533962726826875,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,65536,-1,256,250.0,16,23971,6062,0,268,2677,64,24699,31366,336,256,48938,40105,656,524288,998,1016,0,17044,28636.556555118135,0.0,7.62766789192182,False,False,0.0,0.04807410232339826,0.7026519596338887,0.5296291950246421,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,65536,-1,512,250.0,16,39952,10104,0,447,4463,64,41165,52277,560,256,81564,66844,880,524288,998,1016,0,16312,27062.580177165375,0.0,7.969843438122606,False,False,0.0,0.042583680725846,0.6730014713094654,0.5533962726826875,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,65536,-1,640,250.0,16,29964,7578,0,335,3347,64,30873,39207,420,260,61172,50132,744,524288,998,1016,0,16312,27062.580177165375,0.0,7.969843438122606,False,False,0.0,0.042583680725846,0.6730014713094654,0.5533962726826875,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,131072,-1,256,250.0,17,23971,6062,0,268,2677,64,24699,31366,336,512,48938,40105,912,1048576,998,1016,0,17044,28636.556555118135,0.0,7.62766789192182,False,False,0.0,0.04807410232339826,0.7026519596338887,0.5296291950246421,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,131072,-1,512,250.0,17,39952,10104,0,447,4463,64,41165,52277,560,512,81564,66844,1136,1048576,998,1016,0,16312,27062.580177165375,0.0,7.969843438122606,False,False,0.0,0.042583680725846,0.6730014713094654,0.5533962726826875,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,131072,-1,640,250.0,17,29964,7578,0,335,3347,64,30873,39207,420,520,61172,50132,1004,1048576,998,1016,0,16312,27062.580177165375,0.0,7.969843438122606,False,False,0.0,0.042583680725846,0.6730014713094654,0.5533962726826875,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,262144,-1,256,250.0,18,23971,6062,0,268,2677,64,24699,31366,336,1024,48938,40105,1424,2097152,998,1016,0,17044,28636.556555118135,0.0,7.62766789192182,False,False,0.0,0.04807410232339826,0.7026519596338887,0.5296291950246421,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,262144,-1,512,250.0,18,39952,10104,0,447,4463,64,41165,52277,560,1024,81564,66844,1648,2097152,998,1016,0,16312,27062.580177165375,0.0,7.969843438122606,False,False,0.0,0.042583680725846,0.6730014713094654,0.5533962726826875,0.0,1,,0,0,0.0,0.0
MultiBankHash,NBuffersPerPort,iSLIP,8,262144,-1,640,250.0,18,29964,7578,0,335,3347,64,30873,39207,420,1040,61172,50132,1524,2097152,998,1016,0,16312,27062.580177165375,0.0,7.969843438122606,False,False,0.0,0.042583680725846,0.6730014713094654,0.5533962726826875,0.0,1,,0,0,0.0,0.0
FullLookupTable,NBuffersPerPort,RoundRobin,8,256,-1,512,250.0,1,6417,4524,0,447,4463,64,41165,52277,560,16,48029,61264,640,1920,998,998,0,11209,17368.32270541083,0.0,11.390956894237911,False,False,0.0,0.06197029172985993,0.5342135783745204,0.725845302881613,1.0,2,"256,256,256,256,128,256,256,256",2048,1920,6.25,0.0
FullLookupTable,NBuffersPerPort,RoundRobin,8,256,-1,512,250.0,1,6417,4524,0,447,4463,64,41165,52277,560,16,48029,61264,640,1856,998,998,0,11209,17368.32270541083,0.0,11.390956894237911,False,False,0.0,0.06197029172985993,0.5342135783745204,0.725845302881613,1.0,2,"256,256,256,256,64,256,256,256",2048,1856,9.375,0.0
FullLookupTable,NBuffersPerPort,RoundRobin,8,256,-1,512,250.0,1,6417,4524,0,447,4463,64,41165,52277,560,16,48029,61264,640,1824,998,998,0,11209,17368.32270541083,0.0,11.390956894237911,False,False,0.0,0.06197029172985993,0.5342135783745204,0.725845302881613,1.0,2,"256,256,256,256,32,256,256,256",2048,1824,10.9375,0.0
FullLookupTable,NBuffersPerPort,RoundRobin,8,256,-1,512,250.0,1,6417,4524,0,447,4463,64,41165,52277,560,16,48029,61264,640,1808,998,998,0,11209,17368.32270541083,0.0,11.390956894237911,False,False,0.0,0.06197029172985993,0.5342135783745204,0.725845302881613,1.0,2,"256,256,256,256,16,256,256,256",2048,1808,11.71875,0.0
FullLookupTable,NBuffersPerPort,RoundRobin,8,256,-1,512,250.0,1,6417,4524,0,447,4463,64,41165,52277,560,16,48029,61264,640,1800,998,998,0,11209,17368.32270541083,0.0,11.390956894237911,False,False,0.0,0.06197029172985993,0.5342135783745204,0.725845302881613,1.0,2,"256,256,256,256,8,256,256,256",2048,1800,12.109375,0.0
FullLookupTable,NBuffersPerPort,RoundRobin,8,256,-1,512,250.0,1,6417,4524,0,447,4463,64,41165,52277,560,16,48029,61264,640,1672,998,998,0,11209,17368.32270541083,0.0,11.390956894237911,False,False,0.0,0.06197029172985993,0.5342135783745204,0.725845302881613,1.0,2,"256,256,256,256,8,256,256,128",2048,1672,18.359375,0.0
FullLookupTable,NBuffersPerPort,RoundRobin,8,256,-1,512,250.0,1,6417,4524,0,447,4463,64,41165,52277,560,16,48029,61264,640,1608,998,998,0,11209,17368.32270541083,0.0,11.390956894237911,False,False,0.0,0.06197029172985993,0.5342135783745204,0.725845302881613,1.0,2,"256,256,256,256,8,256,256,64",2048,1608,21.484375,0.0
FullLookupTable,NBuffersPerPort,RoundRobin,8,256,-1,512,250.0,1,6417,4524,0,447,4463,64,41165,52277,560,16,48029,61264,640,1576,998,998,0,11209,17368.32270541083,0.0,11.390956894237911,False,False,0.0,0.06197029172985993,0.5342135783745204,0.725845302881613,1.0,2,"256,256,256,256,8,256,256,32",2048,1576,23.046875,0.0
FullLookupTable,NBuffersPerPort,RoundRobin,8,256,-1,512,250.0,1,6417,4524,0,447,4463,64,41165,52277,560,16,48029,61264,640,1560,998,998,0,11209,17368.32270541083,0.0,11.390956894237911,False,False,0.0,0.06197029172985993,0.5342135783745204,0.725845302881613,1.0,2,"256,256,256,256,8,256,256,16",2048,1560,23.828125,0.0
FullLookupTable,NBuffersPerPort,RoundRobin,8,256,-1,512,250.0,1,6417,4524,0,447,4463,64,41165,52277,560,16,48029,61264,640,1552,998,998,0,11209,17368.32270541083,0.0,11.390956894237911,False,False,0.0,0.06197029172985993,0.5342135783745204,0.725845302881613,1.0,2,"256,256,256,256,8,256,256,8",2048,1552,24.21875,0.0
FullLookupTable,NBuffersPerPort,RoundRobin,8,256,-1,512,250.0,1,6417,4524,0,447,4463,64,41165,52277,560,16,48029,61264,640,1424,998,998,0,11209,17368.32270541083,0.0,11.390956894237911,False,False,0.0,0.06197029172985993,0.5342135783745204,0.725845302881613,1.0,2,"256,256,256,256,8,256,128,8",2048,1424,30.46875,0.0
FullLookupTable,NBuffersPerPort,RoundRobin,8,256,-1,512,250.0,1,6417,4524,0,447,4463,64,41165,52277,560,16,48029,61264,640,1360,998,998,0,11209,17368.32270541083,0.0,11.390956894237911,False,False,0.0,0.06197029172985993,0.5342135783745204,0.725845302881613,1.0,2,"256,256,256,256,8,256,64,8",2048,1360,33.59375,0.0
FullLookupTable,NBuffersPerPort,RoundRobin,8,256,-1,512,250.0,1,6417,4524,0,447,4463,64,41165,52277,560,16,48029,61264,640,1328,998,998,0,11209,17368.32270541083,0.0,11.390956894237911,False,False,0.0,0.06197029172985993,0.5342135783745204,0.725845302881613,1.0,2,"256,256,256,256,8,256,32,8",2048,1328,35.15625,0.0
FullLookupTable,NBuffersPerPort,RoundRobin,8,256,-1,512,250.0,1,6417,4524,0,447,4463,64,41165,52277,560,16,48029,61264,640,1312,998,998,0,11209,17368.32270541083,0.0,11.390956894237911,False,False,0.0,0.06197029172985993,0.5342135783745204,0.725845302881613,1.0,2,"256,256,256,256,8,256,16,8",2048,1312,35.9375,0.0
